test_idx,label,W2_c2,W2_network,W2_physical,W2_combined,W2_c2_only,W2_network_only,W2_physical_only,W2_c2_network,W2_c2_physical,W2_network_physical,W2_all_three
457,Sybil Attack,0.12722121828126265,0.05176555023707642,0.0,0.17898676851833906,0.12722121828126265,0.05176555023707642,0.0,0.17898676851833906,0.12722121828126265,0.05176555023707642,0.17898676851833906
482,Sybil Attack,0.08697246711470266,0.06251850586124262,0.0,0.14949097297594527,0.08697246711470266,0.06251850586124262,0.0,0.14949097297594527,0.08697246711470266,0.06251850586124262,0.14949097297594527
496,Sybil Attack,0.11442414972422349,0.061048428883395386,0.0,0.1754725786076189,0.11442414972422349,0.061048428883395386,0.0,0.1754725786076189,0.11442414972422349,0.061048428883395386,0.1754725786076189
498,Sybil Attack,0.11975940812132523,0.05199645252632529,0.0,0.17175586064765053,0.11975940812132523,0.05199645252632529,0.0,0.17175586064765053,0.11975940812132523,0.05199645252632529,0.17175586064765053
502,Sybil Attack,0.11591199822916079,0.05198631684917731,0.0,0.1678983150783381,0.11591199822916079,0.05198631684917731,0.0,0.1678983150783381,0.11591199822916079,0.05198631684917731,0.1678983150783381
520,Sybil Attack,0.11328819757238058,0.06268718655968007,0.0,0.17597538413206065,0.11328819757238058,0.06268718655968007,0.0,0.17597538413206065,0.11328819757238058,0.06268718655968007,0.17597538413206065
568,Sybil Attack,0.08697246711470266,0.06267976717714564,0.0,0.14965223429184832,0.08697246711470266,0.06267976717714564,0.0,0.14965223429184832,0.08697246711470266,0.06267976717714564,0.14965223429184832
575,Sybil Attack,0.11487661732783759,0.06251850586122394,0.0,0.17739512318906153,0.11487661732783759,0.06251850586122394,0.0,0.17739512318906153,0.11487661732783759,0.06251850586122394,0.17739512318906153
581,Sybil Attack,0.1225849148524839,0.06256399337475509,0.0,0.185148908227239,0.1225849148524839,0.06256399337475509,0.0,0.185148908227239,0.1225849148524839,0.06256399337475509,0.185148908227239
612,Sybil Attack,0.12466916111187322,0.0626662761545764,0.0,0.18733543726644963,0.12466916111187322,0.0626662761545764,0.0,0.18733543726644963,0.12466916111187322,0.0626662761545764,0.18733543726644963
651,Sybil Attack,0.046891106453302085,0.0625185058640634,0.0,0.10940961231736548,0.046891106453302085,0.0625185058640634,0.0,0.10940961231736548,0.046891106453302085,0.0625185058640634,0.10940961231736548
654,Sybil Attack,0.13162545558420272,0.05203420314631714,0.0,0.18365965873051987,0.13162545558420272,0.05203420314631714,0.0,0.18365965873051987,0.13162545558420272,0.05203420314631714,0.18365965873051987
709,Sybil Attack,0.1050787363703061,0.06265835218645743,0.012581252864150056,0.18031834142091357,0.1050787363703061,0.06265835218645743,0.012581252864150056,0.16773708855676353,0.11765998923445616,0.07523960505060749,0.18031834142091357
711,Sybil Attack,0.1101618482158823,0.06256192726187026,0.0,0.17272377547775258,0.1101618482158823,0.06256192726187026,0.0,0.17272377547775258,0.1101618482158823,0.06256192726187026,0.17272377547775258
733,Sybil Attack,0.12875055416577152,0.06251850586122394,0.0,0.19126906002699545,0.12875055416577152,0.06251850586122394,0.0,0.19126906002699545,0.12875055416577152,0.06251850586122394,0.19126906002699545
755,Sybil Attack,0.12592228521630677,0.04670039226315179,0.0,0.17262267747945856,0.12592228521630677,0.04670039226315179,0.0,0.17262267747945856,0.12592228521630677,0.04670039226315179,0.17262267747945856
778,Sybil Attack,0.11457803745510764,0.06251850586122394,0.0,0.17709654331633157,0.11457803745510764,0.06251850586122394,0.0,0.17709654331633157,0.11457803745510764,0.06251850586122394,0.17709654331633157
781,Sybil Attack,0.11888858119747836,0.061440546898178,0.0,0.18032912809565638,0.11888858119747836,0.061440546898178,0.0,0.18032912809565638,0.11888858119747836,0.061440546898178,0.18032912809565638
800,Sybil Attack,0.11304200205088451,0.06251850580139565,0.0,0.17556050785228017,0.11304200205088451,0.06251850580139565,0.0,0.17556050785228017,0.11304200205088451,0.06251850580139565,0.17556050785228017
816,Sybil Attack,0.08697246711470266,0.06266393521151432,0.0,0.149636402326217,0.08697246711470266,0.06266393521151432,0.0,0.149636402326217,0.08697246711470266,0.06266393521151432,0.149636402326217
823,Sybil Attack,0.10414912430861473,0.05256858377439357,0.0,0.1567177080830083,0.10414912430861473,0.05256858377439357,0.0,0.1567177080830083,0.10414912430861473,0.05256858377439357,0.1567177080830083
841,Sybil Attack,0.0471549702600925,0.05655203866581176,0.016995383400155564,0.12070239232605982,0.0471549702600925,0.05655203866581176,0.016995383400155564,0.10370700892590426,0.06415035366024807,0.07354742206596732,0.12070239232605982
870,Sybil Attack,0.11164867511349276,0.06251850586122394,0.03654264781825678,0.21070982879297348,0.11164867511349276,0.06251850586122394,0.03654264781825678,0.1741671809747167,0.14819132293174953,0.09906115367948072,0.21070982879297348
910,Sybil Attack,0.1226371490309553,0.05726768322789126,0.0,0.17990483225884657,0.1226371490309553,0.05726768322789126,0.0,0.17990483225884657,0.1226371490309553,0.05726768322789126,0.17990483225884657
913,Sybil Attack,0.11525965011566564,0.05277812392751374,0.0,0.16803777404317938,0.11525965011566564,0.05277812392751374,0.0,0.16803777404317938,0.11525965011566564,0.05277812392751374,0.16803777404317938
917,Sybil Attack,0.11328819757238058,0.06495405513448113,0.0,0.17824225270686173,0.11328819757238058,0.06495405513448113,0.0,0.17824225270686173,0.11328819757238058,0.06495405513448113,0.17824225270686173
947,Sybil Attack,0.11899230118175731,0.0637016188421117,0.0,0.18269392002386903,0.11899230118175731,0.0637016188421117,0.0,0.18269392002386903,0.11899230118175731,0.0637016188421117,0.18269392002386903
982,Sybil Attack,0.1101618482158823,0.06270297458848878,0.0,0.1728648228043711,0.1101618482158823,0.06270297458848878,0.0,0.1728648228043711,0.1101618482158823,0.06270297458848878,0.1728648228043711
985,Sybil Attack,0.12120743238134254,0.06253184382272783,0.0,0.18373927620407038,0.12120743238134254,0.06253184382272783,0.0,0.18373927620407038,0.12120743238134254,0.06253184382272783,0.18373927620407038
1006,Sybil Attack,0.12842973407296834,0.062435656689013366,0.0,0.19086539076198172,0.12842973407296834,0.062435656689013366,0.0,0.19086539076198172,0.12842973407296834,0.062435656689013366,0.19086539076198172
1061,Sybil Attack,0.11466002022048474,0.05101923755791123,0.0,0.16567925777839598,0.11466002022048474,0.05101923755791123,0.0,0.16567925777839598,0.11466002022048474,0.05101923755791123,0.16567925777839598
1062,Sybil Attack,0.1063077410058091,0.05275757307396661,0.0,0.1590653140797757,0.1063077410058091,0.05275757307396661,0.0,0.1590653140797757,0.1063077410058091,0.05275757307396661,0.1590653140797757
1108,Sybil Attack,0.10160542867578207,0.06252723993733118,0.0,0.16413266861311326,0.10160542867578207,0.06252723993733118,0.0,0.16413266861311326,0.10160542867578207,0.06252723993733118,0.16413266861311326
1111,Sybil Attack,0.11699032852074015,0.052505317068877254,0.0,0.1694956455896174,0.11699032852074015,0.052505317068877254,0.0,0.1694956455896174,0.11699032852074015,0.052505317068877254,0.1694956455896174
1136,Sybil Attack,0.10973134825194225,0.0625342186989767,0.0,0.17226556695091894,0.10973134825194225,0.0625342186989767,0.0,0.17226556695091894,0.10973134825194225,0.0625342186989767,0.17226556695091894
1141,Sybil Attack,0.11496485413114957,0.06253744759150948,0.0,0.17750230172265904,0.11496485413114957,0.06253744759150948,0.0,0.17750230172265904,0.11496485413114957,0.06253744759150948,0.17750230172265904
1152,Sybil Attack,0.1282840011980143,0.06250758197140731,0.0,0.19079158316942163,0.1282840011980143,0.06250758197140731,0.0,0.19079158316942163,0.1282840011980143,0.06250758197140731,0.19079158316942163
1164,Sybil Attack,0.10945669407498679,0.06333812787913567,0.0,0.17279482195412246,0.10945669407498679,0.06333812787913567,0.0,0.17279482195412246,0.10945669407498679,0.06333812787913567,0.17279482195412246
1165,Sybil Attack,0.12824581792908718,0.06379171730632445,0.0,0.19203753523541162,0.12824581792908718,0.06379171730632445,0.0,0.19203753523541162,0.12824581792908718,0.06379171730632445,0.19203753523541162
1191,Sybil Attack,0.08697246711470266,0.0625836603699156,0.015895590621201945,0.1654517181058202,0.08697246711470266,0.0625836603699156,0.015895590621201945,0.14955612748461827,0.1028680577359046,0.07847925099111755,0.1654517181058202
1198,Sybil Attack,0.12418102280895324,0.06256401310296666,0.016995383400155564,0.20374041931207548,0.12418102280895324,0.06256401310296666,0.016995383400155564,0.1867450359119199,0.14117640620910882,0.07955939650312223,0.20374041931207548
1205,Sybil Attack,0.10301361843911558,0.0637087435095762,0.01726230617624608,0.18398466812493786,0.10301361843911558,0.0637087435095762,0.01726230617624608,0.16672236194869178,0.12027592461536166,0.08097104968582228,0.18398466812493786
1210,Sybil Attack,0.044783467685221075,0.05190562662403174,0.0,0.09668909430925282,0.044783467685221075,0.05190562662403174,0.0,0.09668909430925282,0.044783467685221075,0.05190562662403174,0.09668909430925282
1213,Sybil Attack,0.11334658527834918,0.06252723993733118,0.0,0.17587382521568035,0.11334658527834918,0.06252723993733118,0.0,0.17587382521568035,0.11334658527834918,0.06252723993733118,0.17587382521568035
1250,Sybil Attack,0.10945669407498679,0.06361605102857884,0.0,0.17307274510356563,0.10945669407498679,0.06361605102857884,0.0,0.17307274510356563,0.10945669407498679,0.06361605102857884,0.17307274510356563
1270,Sybil Attack,0.11344137895223869,0.06492456570531531,0.0,0.178365944657554,0.11344137895223869,0.06492456570531531,0.0,0.178365944657554,0.11344137895223869,0.06492456570531531,0.178365944657554
1279,Sybil Attack,0.13063378910867404,0.06509327605009574,0.0,0.19572706515876978,0.13063378910867404,0.06509327605009574,0.0,0.19572706515876978,0.13063378910867404,0.06509327605009574,0.19572706515876978
1281,Sybil Attack,0.12417629762544787,0.06252723993733118,0.0,0.18670353756277905,0.12417629762544787,0.06252723993733118,0.0,0.18670353756277905,0.12417629762544787,0.06252723993733118,0.18670353756277905
1319,Sybil Attack,0.11741704925985139,0.06287169588543129,0.0,0.18028874514528268,0.11741704925985139,0.06287169588543129,0.0,0.18028874514528268,0.11741704925985139,0.06287169588543129,0.18028874514528268
1327,Sybil Attack,0.11627079984058157,0.06268223496073191,0.0,0.17895303480131347,0.11627079984058157,0.06268223496073191,0.0,0.17895303480131347,0.11627079984058157,0.06268223496073191,0.17895303480131347
1341,Sybil Attack,0.10640483697094757,0.04671531096275302,0.0,0.1531201479337006,0.10640483697094757,0.04671531096275302,0.0,0.1531201479337006,0.10640483697094757,0.04671531096275302,0.1531201479337006
1375,Sybil Attack,0.08697246711470266,0.06252724152197314,0.0,0.1494997086366758,0.08697246711470266,0.06252724152197314,0.0,0.1494997086366758,0.08697246711470266,0.06252724152197314,0.1494997086366758
1382,Sybil Attack,0.10957140073349761,0.06260970394211786,0.0,0.17218110467561548,0.10957140073349761,0.06260970394211786,0.0,0.17218110467561548,0.10957140073349761,0.06260970394211786,0.17218110467561548
1401,Sybil Attack,0.08697246711470266,0.06252724152197314,0.0,0.1494997086366758,0.08697246711470266,0.06252724152197314,0.0,0.1494997086366758,0.08697246711470266,0.06252724152197314,0.1494997086366758
1431,Sybil Attack,0.08697246711470266,0.06251850580139565,0.03654264781825678,0.1860336207343551,0.08697246711470266,0.06251850580139565,0.03654264781825678,0.1494909729160983,0.12351511493295944,0.09906115361965243,0.1860336207343551
1446,Sybil Attack,0.046891106453302085,0.06277367272184774,0.0,0.10966477917514983,0.046891106453302085,0.06277367272184774,0.0,0.10966477917514983,0.046891106453302085,0.06277367272184774,0.10966477917514983
1456,Sybil Attack,0.10701186121457533,0.06253053254281235,0.0,0.16954239375738767,0.10701186121457533,0.06253053254281235,0.0,0.16954239375738767,0.10701186121457533,0.06253053254281235,0.16954239375738767
1466,Sybil Attack,0.1050787363703061,0.06531664233762699,0.0,0.1703953787079331,0.1050787363703061,0.06531664233762699,0.0,0.1703953787079331,0.1050787363703061,0.06531664233762699,0.1703953787079331
1489,Sybil Attack,0.1288094454709496,0.06340215106553158,0.0009783286531770546,0.19318992518965822,0.1288094454709496,0.06340215106553158,0.0009783286531770546,0.19221159653648118,0.12978777412412668,0.06438047971870864,0.19318992518965822
1495,Sybil Attack,0.11284090344613511,0.06266018212605817,0.0,0.1755010855721933,0.11284090344613511,0.06266018212605817,0.0,0.1755010855721933,0.11284090344613511,0.06266018212605817,0.1755010855721933
1498,Sybil Attack,0.08697246711470266,0.061054117182299916,0.0,0.14802658429700258,0.08697246711470266,0.061054117182299916,0.0,0.14802658429700258,0.08697246711470266,0.061054117182299916,0.14802658429700258
1507,Sybil Attack,0.11975940812132523,0.05176972685019327,0.0,0.1715291349715185,0.11975940812132523,0.05176972685019327,0.0,0.1715291349715185,0.11975940812132523,0.05176972685019327,0.1715291349715185
1521,Sybil Attack,0.08908010588278367,0.04395549185544656,0.0,0.13303559773823023,0.08908010588278367,0.04395549185544656,0.0,0.13303559773823023,0.08908010588278367,0.04395549185544656,0.13303559773823023
1527,Sybil Attack,0.13445934959060216,0.0625185058640634,0.0,0.19697785545466556,0.13445934959060216,0.0625185058640634,0.0,0.19697785545466556,0.13445934959060216,0.0625185058640634,0.19697785545466556
1536,Sybil Attack,0.1282384128025746,0.06266393521151432,0.0,0.1909023480140889,0.1282384128025746,0.06266393521151432,0.0,0.1909023480140889,0.1282384128025746,0.06266393521151432,0.1909023480140889
1590,Sybil Attack,0.1229773543482699,0.06256930765183961,0.0028287446610923,0.18837540666120178,0.1229773543482699,0.06256930765183961,0.0028287446610923,0.1855466620001095,0.12580609900936218,0.06539805231293191,0.18837540666120178
1601,Sybil Attack,0.08855419788901202,0.06327131987151638,0.0,0.15182551776052838,0.08855419788901202,0.06327131987151638,0.0,0.15182551776052838,0.08855419788901202,0.06327131987151638,0.15182551776052838
1652,Sybil Attack,0.046891106453302085,0.05211946832728225,0.0,0.09901057478058434,0.046891106453302085,0.05211946832728225,0.0,0.09901057478058434,0.046891106453302085,0.05211946832728225,0.09901057478058434
1669,Sybil Attack,0.12081190956958533,0.06278022511162847,0.0009783286531770546,0.18457046333439087,0.12081190956958533,0.06278022511162847,0.0009783286531770546,0.1835921346812138,0.12179023822276239,0.06375855376480552,0.18457046333439087
1670,Sybil Attack,0.11553551486252045,0.06268449228201842,0.0,0.17822000714453887,0.11553551486252045,0.06268449228201842,0.0,0.17822000714453887,0.11553551486252045,0.06268449228201842,0.17822000714453887
1675,Sybil Attack,0.08697246711470266,0.06257089189851094,0.0,0.14954335901321358,0.08697246711470266,0.06257089189851094,0.0,0.14954335901321358,0.08697246711470266,0.06257089189851094,0.14954335901321358
1680,Sybil Attack,0.11498032840420966,0.06264661173502786,0.0,0.17762694013923752,0.11498032840420966,0.06264661173502786,0.0,0.17762694013923752,0.11498032840420966,0.06264661173502786,0.17762694013923752
1687,Sybil Attack,0.11587321573435322,0.0625185058640634,0.0007531247440944605,0.1791448463425111,0.11587321573435322,0.0625185058640634,0.0007531247440944605,0.17839172159841662,0.11662634047844768,0.06327163060815787,0.1791448463425111
1689,Sybil Attack,0.09758043476680062,0.06383177643326982,0.0,0.16141221120007043,0.09758043476680062,0.06383177643326982,0.0,0.16141221120007043,0.09758043476680062,0.06383177643326982,0.16141221120007043
1699,Sybil Attack,0.1229773543482699,0.06268730716676879,0.0,0.1856646615150387,0.1229773543482699,0.06268730716676879,0.0,0.1856646615150387,0.1229773543482699,0.06268730716676879,0.1856646615150387
1706,Sybil Attack,0.12150950013768018,0.06251850586122394,0.0,0.18402800599890412,0.12150950013768018,0.06251850586122394,0.0,0.18402800599890412,0.12150950013768018,0.06251850586122394,0.18402800599890412
1715,Sybil Attack,0.126921489207578,0.055077817566561535,0.0,0.18199930677413956,0.126921489207578,0.055077817566561535,0.0,0.18199930677413956,0.126921489207578,0.055077817566561535,0.18199930677413956
1737,Sybil Attack,0.044783467685221075,0.06252723993733118,0.0,0.10731070762255226,0.044783467685221075,0.06252723993733118,0.0,0.10731070762255226,0.044783467685221075,0.06252723993733118,0.10731070762255226
1745,Sybil Attack,0.12197984725559793,0.05198631684917731,0.015526120486278364,0.1894922845910536,0.12197984725559793,0.05198631684917731,0.015526120486278364,0.17396616410477525,0.1375059677418763,0.06751243733545567,0.1894922845910536
1774,Sybil Attack,0.10830016215675903,0.06250312599024019,0.0,0.17080328814699922,0.10830016215675903,0.06250312599024019,0.0,0.17080328814699922,0.10830016215675903,0.06250312599024019,0.17080328814699922
1795,Sybil Attack,0.12422738630795303,0.06251850580423511,0.0,0.18674589211218814,0.12422738630795303,0.06251850580423511,0.0,0.18674589211218814,0.12422738630795303,0.06251850580423511,0.18674589211218814
1804,Sybil Attack,0.11587321573435322,0.06271526749569088,0.0,0.17858848323004411,0.11587321573435322,0.06271526749569088,0.0,0.17858848323004411,0.11587321573435322,0.06271526749569088,0.17858848323004411
1834,Sybil Attack,0.08908010588278367,0.06251850580425379,0.0,0.15159861168703748,0.08908010588278367,0.06251850580425379,0.0,0.15159861168703748,0.08908010588278367,0.06251850580425379,0.15159861168703748
1851,Sybil Attack,0.08697246711470266,0.06251850580139565,0.0,0.1494909729160983,0.08697246711470266,0.06251850580139565,0.0,0.1494909729160983,0.08697246711470266,0.06251850580139565,0.1494909729160983
1856,Sybil Attack,0.12440727477274027,0.06120632331357351,0.0,0.18561359808631378,0.12440727477274027,0.06120632331357351,0.0,0.18561359808631378,0.12440727477274027,0.06120632331357351,0.18561359808631378
1902,Sybil Attack,0.10042816031789706,0.04842171836655095,0.0,0.14884987868444802,0.10042816031789706,0.04842171836655095,0.0,0.14884987868444802,0.10042816031789706,0.04842171836655095,0.14884987868444802
1937,Sybil Attack,0.12224782730753175,0.043768208520712226,0.0,0.16601603582824398,0.12224782730753175,0.043768208520712226,0.0,0.16601603582824398,0.12224782730753175,0.043768208520712226,0.16601603582824398
1943,Sybil Attack,0.12010210490424364,0.03161162597535272,0.016519370747668016,0.16823310162726438,0.12010210490424364,0.03161162597535272,0.016519370747668016,0.15171373087959636,0.13662147565191166,0.048130996723020736,0.16823310162726438
1957,Sybil Attack,0.08697246711470266,0.03572495302709063,0.016555264650314067,0.13925268479210737,0.08697246711470266,0.03572495302709063,0.016555264650314067,0.1226974201417933,0.10352773176501673,0.0522802176774047,0.13925268479210737
1989,Sybil Attack,0.12120743238134254,0.04076284926016272,0.0,0.16197028164150526,0.12120743238134254,0.04076284926016272,0.0,0.16197028164150526,0.12120743238134254,0.04076284926016272,0.16197028164150526
2059,Sybil Attack,0.10957140073349761,0.06492456570531531,0.0,0.17449596643881293,0.10957140073349761,0.06492456570531531,0.0,0.17449596643881293,0.10957140073349761,0.06492456570531531,0.17449596643881293
2067,Sybil Attack,0.09781126567814977,0.06251850558044522,0.0,0.160329771258595,0.09781126567814977,0.06251850558044522,0.0,0.160329771258595,0.09781126567814977,0.06251850558044522,0.160329771258595
2102,Sybil Attack,0.10295481196327859,0.06268730716676879,0.0,0.1656421191300474,0.10295481196327859,0.06268730716676879,0.0,0.1656421191300474,0.10295481196327859,0.06268730716676879,0.1656421191300474
2112,Sybil Attack,0.13147621768510037,0.04220881106900931,0.0,0.17368502875410968,0.13147621768510037,0.04220881106900931,0.0,0.17368502875410968,0.13147621768510037,0.04220881106900931,0.17368502875410968
2118,Sybil Attack,0.11699032852074015,0.06252724152197314,0.0,0.1795175700427133,0.11699032852074015,0.06252724152197314,0.0,0.1795175700427133,0.11699032852074015,0.06252724152197314,0.1795175700427133
2130,Sybil Attack,0.12039261288685454,0.06272690102615254,0.0,0.18311951391300707,0.12039261288685454,0.06272690102615254,0.0,0.18311951391300707,0.12039261288685454,0.06272690102615254,0.18311951391300707
2132,Sybil Attack,0.11424026678813307,0.06101195543844018,0.0,0.17525222222657325,0.11424026678813307,0.06101195543844018,0.0,0.17525222222657325,0.11424026678813307,0.06101195543844018,0.17525222222657325
2151,Sybil Attack,0.046891106453302085,0.0625185058640634,0.000369345492257353,0.10977895780962284,0.046891106453302085,0.0625185058640634,0.000369345492257353,0.10940961231736548,0.04726045194555944,0.06288785135632076,0.10977895780962284
2163,Sybil Attack,0.10913697209706678,0.06282431977462771,0.0,0.1719612918716945,0.10913697209706678,0.06282431977462771,0.0,0.1719612918716945,0.10913697209706678,0.06282431977462771,0.1719612918716945
2174,Sybil Attack,0.11665264977904707,0.06115327535129458,0.0,0.17780592513034166,0.11665264977904707,0.06115327535129458,0.0,0.17780592513034166,0.11665264977904707,0.06115327535129458,0.17780592513034166
2205,Sybil Attack,0.08697246711470266,0.0445585551698566,0.0,0.13153102228455926,0.08697246711470266,0.0445585551698566,0.0,0.13153102228455926,0.08697246711470266,0.0445585551698566,0.13153102228455926
2207,Sybil Attack,0.044783467685221075,0.04035338342659338,0.0,0.08513685111181446,0.044783467685221075,0.04035338342659338,0.0,0.08513685111181446,0.044783467685221075,0.04035338342659338,0.08513685111181446
2209,Sybil Attack,0.08908010588278367,0.06101195543844018,0.0,0.15009206132122385,0.08908010588278367,0.06101195543844018,0.0,0.15009206132122385,0.08908010588278367,0.06101195543844018,0.15009206132122385
